Year,Region,Plastic_Type,Packaging_Type,Flex_Class,Waste_Generated_tonnes,Collected_tonnes,Reused_tonnes,Recycled_tonnes,Recovered_tonnes,Landfilled_tonnes,Burned_tonnes,Leaked_tonnes,Collection_Cost_GHS,Recycling_Value_GHS,Carbon_Emission_tCO2e,Leakage_Risk_Score,Circularity_Index
2019,Greater Accra,Multilayer Laminate,Pouches,Flexible,6120.52,4854.12,88.82,126.61,145.61,2088.53,2111.97,1558.98,1658325.61,37983.0,18973.61,2.9,15.73
2019,Ashanti,PET,Bottles,Rigid,8989.59,5532.79,1007.72,2775.61,79.17,3291.94,1378.96,456.19,1389361.41,2498049.0,19777.1,0.1,65.74
2019,Ashanti,PET,Containers,Rigid,5754.38,4133.42,264.57,2142.05,188.16,1921.44,837.93,400.23,837773.82,1927845.0,12659.64,0.49,64.86
2019,Ashanti,PET,Sachets,Flexible,11946.06,8215.54,213.7,1130.85,522.34,3717.88,3083.27,3278.02,2312283.3,1017765.0,26281.33,3.04,24.88
2019,Ashanti,PET,Films,Flexible,6063.76,3683.49,27.67,333.7,272.56,2297.49,2017.1,1115.24,684777.32,300330.0,13340.27,1.93,26.31
2019,Ashanti,PET,Pouches,Flexible,5096.81,2835.61,46.65,209.77,106.87,2151.93,1550.2,1031.39,746516.33,188793.0,11212.98,1.61,23.68
2019,Ashanti,HDPE,Bottles,Rigid,7680.96,4918.35,712.55,2706.9,142.92,2619.79,1011.53,487.27,1489732.92,2165520.0,14593.82,0.41,66.77
2019,Ashanti,HDPE,Containers,Rigid,5000.71,2817.09,148.0,1629.22,109.43,1997.49,734.67,381.9,439411.16,1303376.0,9501.35,0.51,61.08
2019,Ashanti,HDPE,Sachets,Flexible,10224.68,6865.68,135.98,498.63,722.42,3022.83,2646.39,3198.43,1486474.74,398904.0,19426.89,2.88,17.98
2019,Ashanti,HDPE,Films,Flexible,4916.67,3337.6,0.96,297.74,103.75,1957.35,1626.44,930.43,764510.59,238192.0,9341.67,1.49,24.69
2019,Ashanti,HDPE,Pouches,Flexible,5054.01,3186.5,11.04,242.45,193.18,2086.44,1460.93,1059.97,656931.71,193960.0,9602.62,2.22,24.29
2019,Ashanti,LDPE,Bottles,Rigid,7973.75,5546.57,882.14,2309.82,85.59,2895.46,1354.74,446.0,1865050.56,1154910.0,19934.38,0.63,64.17
2019,Ashanti,LDPE,Containers,Rigid,4674.31,3082.05,295.34,1324.4,167.77,1802.68,810.6,273.52,508636.76,662200.0,11685.78,0.15,61.73
2019,Ashanti,LDPE,Sachets,Flexible,8798.99,4866.7,13.79,487.99,158.91,3450.13,2264.21,2423.96,1495671.97,243995.0,21997.47,2.54,18.54
2019,Ashanti,LDPE,Films,Flexible,4416.12,2951.93,37.13,459.09,236.13,1378.49,1124.55,1180.73,863856.91,229545.0,11040.3,2.98,26.05
2019,Ashanti,LDPE,Pouches,Flexible,5250.3,3255.95,24.23,286.64,178.68,1972.92,1497.68,1290.15,953017.69,143320.0,13125.75,2.71,21.44
2019,Ashanti,PP,Bottles,Rigid,6904.69,4856.99,683.04,2537.75,96.22,2373.11,810.29,404.28,1594247.98,1522650.0,11737.97,0.18,68.27
2019,Ashanti,PP,Containers,Rigid,4337.38,3086.09,447.67,1266.4,119.18,1606.9,645.92,251.31,847684.87,759840.0,7373.55,0.83,64.68
2019,Ashanti,PP,Sachets,Flexible,9524.84,6517.23,17.83,549.37,209.32,2943.08,2897.05,2908.19,1308076.18,329622.0,16192.23,2.67,14.09
2019,Ashanti,PP,Films,Flexible,4178.69,2839.24,35.11,219.6,97.1,1277.77,1381.35,1167.76,801902.77,131760.0,7103.77,2.38,15.9
2019,Ashanti,PP,Pouches,Flexible,4126.35,2961.6,22.17,189.75,283.63,1453.07,1186.0,991.73,611687.99,113850.0,7014.8,1.99,22.97
2019,Ashanti,Multilayer Laminate,Bottles,Rigid,7420.99,4786.01,626.52,1064.6,123.82,3544.68,1587.74,473.63,636298.85,319380.0,23005.07,0.26,54.63
2019,Ashanti,Multilayer Laminate,Containers,Rigid,3896.04,2572.81,320.58,446.7,210.52,1768.07,876.62,273.55,441049.21,134010.0,12077.72,1.17,53.59
2019,Ashanti,Multilayer Laminate,Sachets,Flexible,7614.26,5443.28,7.05,264.69,400.76,2092.98,2079.4,2769.38,1866716.17,79407.0,23604.21,3.66,8.97
2019,Ashanti,Multilayer Laminate,Films,Flexible,4327.93,2892.26,26.29,155.79,223.83,1362.91,1244.55,1314.56,979303.74,46737.0,13416.58,3.43,14.98
2019,Ashanti,Multilayer Laminate,Pouches,Flexible,4181.34,2740.54,15.2,60.25,191.17,1830.79,1316.89,767.04,943049.43,18075.0,12962.15,2.32,23.55
2019,Western,PET,Bottles,Rigid,5847.93,3101.83,363.36,1951.87,72.07,2255.28,992.93,212.42,1049826.71,1756683.0,12865.45,0.59,64.69
2019,Western,PET,Containers,Rigid,3451.56,1769.74,253.56,944.9,19.46,1416.74,677.59,139.31,614229.87,850410.0,7593.43,0.05,61.51
2019,Western,PET,Sachets,Flexible,6877.08,3487.6,101.48,454.46,309.14,2254.94,1831.39,1925.67,463733.49,409014.0,15129.58,3.16,21.3
2019,Western,PET,Films,Flexible,3586.21,2151.57,42.89,309.24,178.52,1173.76,837.67,1044.13,481145.17,278316.0,7889.66,2.54,23.17
2019,Western,PET,Pouches,Flexible,3681.48,1991.41,9.11,192.32,153.28,1324.09,1348.76,653.92,477282.77,173088.0,8099.26,2.05,24.97
2019,Western,HDPE,Bottles,Rigid,5082.92,2937.05,429.48,1577.46,101.29,2015.99,725.95,232.75,862557.45,1261968.0,9657.55,0.58,65.1
2019,Western,HDPE,Containers,Rigid,3161.48,1523.66,96.96,613.86,50.03,1506.1,623.04,271.49,499694.2,491088.0,6006.81,0.71,53.17
2019,Western,HDPE,Sachets,Flexible,6092.0,3457.5,41.13,364.18,328.45,1558.55,1696.97,2102.72,806243.18,291344.0,11574.8,3.21,13.39
2019,Western,HDPE,Films,Flexible,3012.67,1798.58,17.72,202.09,137.36,1093.85,934.89,626.76,268798.76,161672.0,5724.07,1.73,25.98
2019,Western,HDPE,Pouches,Flexible,2818.09,1539.05,5.6,108.09,157.8,1161.44,846.27,538.89,252752.76,86472.0,5354.37,1.45,25.75
2019,Western,LDPE,Bottles,Rigid,4464.67,2195.67,222.29,952.31,41.72,2107.83,873.33,267.19,517708.19,476155.0,11161.67,0.79,56.41
2019,Western,LDPE,Containers,Rigid,2604.43,1484.29,167.41,522.01,86.34,1112.07,455.32,261.28,453341.19,261005.0,6511.07,1.25,55.49
2019,Western,LDPE,Sachets,Flexible,5375.49,2587.77,28.76,214.15,200.82,1767.86,1658.05,1505.85,332365.77,107075.0,13438.72,2.55,16.04
2019,Western,LDPE,Films,Flexible,2991.16,1747.68,17.88,211.51,60.19,1114.63,865.32,721.63,317948.33,105755.0,7477.9,2.29,22.53
2019,Western,LDPE,Pouches,Flexible,2593.39,1292.32,5.47,79.77,49.22,957.96,847.47,653.5,389646.61,39885.0,6483.47,2.52,16.11
2019,Western,PP,Bottles,Rigid,4128.23,2190.3,329.47,1105.75,51.99,1764.47,720.91,155.64,588229.08,663450.0,7017.99,0.45,62.4
2019,Western,PP,Containers,Rigid,2622.29,1568.07,173.39,589.71,31.52,1230.25,462.62,134.8,255454.94,353826.0,4457.89,0.3,58.82
2019,Western,PP,Sachets,Flexible,5047.24,2950.19,7.1,256.29,179.84,1436.73,1337.85,1829.43,1011850.85,153774.0,8580.31,3.99,9.98
2019,Western,PP,Films,Flexible,2871.22,1403.12,4.8,190.45,137.27,1022.82,796.12,719.76,416703.31,114270.0,4881.07,2.19,22.65
2019,Western,PP,Pouches,Flexible,2604.79,1338.38,13.59,75.41,50.39,980.87,919.01,565.52,208122.67,45246.0,4428.14,2.15,18.74
2019,Western,Multilayer Laminate,Bottles,Rigid,4246.25,1943.82,234.02,345.22,48.72,2149.36,1037.28,431.65,347102.79,103566.0,13163.38,1.2,47.2
2019,Western,Multilayer Laminate,Containers,Rigid,2662.99,1436.27,139.54,241.62,64.78,1292.97,605.58,318.5,213413.01,72486.0,8255.27,1.43,47.23
2019,Western,Multilayer Laminate,Sachets,Flexible,5506.32,2627.53,5.24,113.91,204.94,1577.09,1655.2,1949.94,437153.42,34173.0,17069.59,3.2,6.86
2019,Western,Multilayer Laminate,Films,Flexible,2361.28,1351.09,17.97,66.61,78.9,742.83,726.22,728.75,298592.28,19983.0,7319.97,2.96,12.26
2019,Western,Multilayer Laminate,Pouches,Flexible,2512.36,1244.14,18.6,36.54,60.52,924.97,831.94,639.79,408685.79,10962.0,7788.32,2.67,15.07
2019,Central,PET,Bottles,Rigid,4616.9,2497.63,387.94,1301.64,34.37,1829.97,757.53,305.45,813216.57,1171476.0,10157.18,0.95,61.81
2019,Central,PET,Containers,Rigid,2791.0,1246.9,93.33,690.75,15.28,1212.85,557.14,221.65,247732.6,621675.0,6140.2,1.12,55.84
2019,Central,PET,Sachets,Flexible,5532.76,2915.59,11.15,260.61,269.03,1817.83,1813.89,1360.25,832717.0,234549.0,12172.07,2.6,19.55
2019,Central,PET,Films,Flexible,3116.37,1500.25,7.56,181.34,60.77,1051.5,851.22,963.98,339448.57,163206.0,6856.01,3.54,14.91
2019,Central,PET,Pouches,Flexible,2792.01,1362.32,13.78,125.15,38.7,1082.22,843.6,688.56,381762.51,112635.0,6142.42,2.89,18.86
2019,Central,HDPE,Bottles,Rigid,4686.51,1981.84,295.6,1075.44,41.64,2022.01,919.36,332.46,443323.84,860352.0,8904.37,0.32,57.27
2019,Central,HDPE,Containers,Rigid,2961.81,1557.42,97.29,879.67,62.86,1231.79,485.13,205.07,206506.38,703736.0,5627.44,0.53,59.91
2019,Central,HDPE,Sachets,Flexible,5727.08,2294.81,22.96,193.85,162.84,1768.32,1504.42,2074.69,664635.01,155080.0,10881.45,3.57,8.55
2019,Central,HDPE,Films,Flexible,2551.29,1193.66,3.36,114.4,80.53,1001.95,732.59,618.46,302634.97,91520.0,4847.45,2.56,20.41
2019,Central,HDPE,Pouches,Flexible,2437.07,1217.39,4.33,135.15,46.76,839.93,951.96,458.94,286701.25,108120.0,4630.43,1.98,22.01
2019,Central,LDPE,Bottles,Rigid,3882.02,1989.51,209.27,1104.05,32.77,1642.09,733.19,160.65,497205.33,552025.0,9705.05,0.0,61.11
2019,Central,LDPE,Containers,Rigid,2690.52,1259.15,128.99,516.97,40.51,1286.5,496.36,221.19,400674.99,258485.0,6726.3,1.27,54.49
2019,Central,LDPE,Sachets,Flexible,4970.78,2190.18,42.31,165.91,63.99,1845.24,1568.63,1284.7,276470.97,82955.0,12426.95,2.31,16.47
2019,Central,LDPE,Films,Flexible,2412.85,1208.32,0.48,94.96,113.51,973.98,730.12,499.8,172634.52,47480.0,6032.12,1.81,23.52
2019,Central,LDPE,Pouches,Flexible,2663.36,1407.2,23.37,91.52,116.47,985.75,1016.64,429.61,173072.15,45760.0,6658.4,1.2,25.21
2019,Central,PP,Bottles,Rigid,3766.31,1521.51,154.85,774.37,40.23,1810.95,671.3,314.61,273365.73,464622.0,6402.73,0.72,54.69
2019,Central,PP,Containers,Rigid,2443.34,1075.58,120.91,431.61,41.68,1103.9,561.71,183.53,317973.0,258966.0,4153.68,0.39,53.29
2019,Central,PP,Sachets,Flexible,5153.73,2438.31,65.44,262.17,144.1,1810.76,1684.98,1186.28,647858.94,157302.0,8761.34,2.06,21.51
2019,Central,PP,Films,Flexible,2226.89,1169.65,23.03,139.45,45.78,719.07,813.38,486.18,172035.34,83670.0,3785.71,2.26,21.56
2019,Central,PP,Pouches,Flexible,2291.55,1107.11,14.42,100.39,48.2,866.75,939.46,322.33,355376.46,60234.0,3895.64,1.5,25.56
2019,Central,Multilayer Laminate,Bottles,Rigid,3825.39,1911.76,193.17,440.83,86.49,2138.95,727.43,238.52,302526.8,132249.0,11858.71,0.86,52.2
2019,Central,Multilayer Laminate,Containers,Rigid,2062.26,1011.48,75.39,172.94,42.72,1174.44,433.8,162.97,253146.2,51882.0,6393.01,0.77,48.55
2019,Central,Multilayer Laminate,Sachets,Flexible,4647.3,2511.98,55.21,61.48,78.58,1850.55,1313.33,1288.15,588215.88,18444.0,14406.63,2.87,14.74
2019,Central,Multilayer Laminate,Films,Flexible,2175.41,1121.72,2.39,34.87,103.61,822.2,654.22,558.12,198177.04,10461.0,6743.77,2.88,16.77
2019,Central,Multilayer Laminate,Pouches,Flexible,2384.74,1202.4,6.54,38.22,72.34,1135.9,764.6,367.14,407078.04,11466.0,7392.69,1.49,25.56
2019,Eastern,PET,Bottles,Rigid,4919.39,2492.68,460.53,1415.28,63.29,1844.94,848.9,286.45,442260.36,1273752.0,10822.66,0.57,63.01
2019,Eastern,PET,Containers,Rigid,2974.36,1719.26,248.27,673.54,74.56,1167.03,527.57,283.39,568322.55,606186.0,6543.59,0.49,57.77
2019,Eastern,PET,Sachets,Flexible,6548.75,3062.04,84.92,437.95,291.96,2086.05,1806.53,1841.34,592177.44,394155.0,14407.25,3.14,20.67
2019,Eastern,PET,Films,Flexible,2858.31,1473.18,6.78,138.53,49.03,942.72,910.23,811.02,198926.38,124677.0,6288.28,2.65,14.7
2019,Eastern,PET,Pouches,Flexible,3174.88,1735.12,11.06,161.74,171.45,1223.81,955.59,651.23,555451.37,145566.0,6984.74,1.57,25.45
2019,Eastern,HDPE,Bottles,Rigid,5079.09,2563.06,493.87,1395.19,80.75,2080.23,797.26,231.79,590455.7,1116152.0,9650.27,0.58,63.72
2019,Eastern,HDPE,Containers,Rigid,3046.87,1759.43,223.14,778.71,51.46,1273.33,468.28,251.95,354636.16,622968.0,5789.05,0.61,59.56
2019,Eastern,HDPE,Sachets,Flexible,5439.01,2487.68,3.14,122.23,280.87,1779.64,1672.01,1581.12,423399.14,97784.0,10334.12,3.36,13.78
2019,Eastern,HDPE,Films,Flexible,2997.36,1301.77,10.87,227.48,122.32,1107.24,817.25,712.2,452975.32,181984.0,5694.98,2.11,24.81
2019,Eastern,HDPE,Pouches,Flexible,3086.03,1616.91,19.65,130.33,74.46,1290.33,1076.35,494.91,483948.32,104264.0,5863.46,1.45,26.07
2019,Eastern,LDPE,Bottles,Rigid,4067.87,2339.25,435.23,1190.43,85.3,1505.91,704.46,146.54,655188.23,595215.0,10169.67,0.01,65.41
2019,Eastern,LDPE,Containers,Rigid,2846.63,1297.81,93.94,570.38,52.81,1248.21,642.35,238.94,235017.83,285190.0,7116.58,0.47,53.14
2019,Eastern,LDPE,Sachets,Flexible,5771.35,3306.43,85.52,358.52,254.67,1743.07,1642.26,1687.31,680193.35,179260.0,14428.38,2.68,18.96
2019,Eastern,LDPE,Films,Flexible,2797.14,1396.72,2.26,126.14,116.04,1132.36,880.65,539.69,321992.72,63070.0,6992.85,2.02,24.72
2019,Eastern,LDPE,Pouches,Flexible,2851.37,1356.25,18.39,101.89,66.78,1070.21,890.13,703.97,428078.34,50945.0,7128.42,2.84,18.29
2019,Eastern,PP,Bottles,Rigid,4375.02,2423.42,396.71,1181.82,72.39,1619.73,824.63,279.74,776764.3,709092.0,7437.53,0.17,61.46
2019,Eastern,PP,Containers,Rigid,2684.21,1182.71,98.77,551.61,23.67,1247.55,494.02,268.59,143662.31,330966.0,4563.16,0.79,53.35
2019,Eastern,PP,Sachets,Flexible,5157.86,2976.03,56.41,188.56,237.77,1851.01,1276.65,1547.46,878037.23,113136.0,8768.36,3.04,17.21
2019,Eastern,PP,Films,Flexible,2753.35,1307.01,16.54,210.43,42.37,965.63,672.36,846.02,247314.55,126258.0,4680.69,3.28,17.98
2019,Eastern,PP,Pouches,Flexible,2301.94,1181.23,8.17,93.19,36.84,851.05,742.97,569.72,345415.18,55914.0,3913.3,2.11,17.54
2019,Eastern,Multilayer Laminate,Bottles,Rigid,4140.88,1755.46,145.1,346.47,93.5,2283.13,903.13,369.55,321133.55,103941.0,12836.73,1.39,47.77
2019,Eastern,Multilayer Laminate,Containers,Rigid,2327.62,1145.71,76.03,227.99,77.8,1209.58,580.81,155.41,309957.61,68397.0,7215.62,0.44,49.16
2019,Eastern,Multilayer Laminate,Sachets,Flexible,5151.07,2287.95,29.67,114.1,145.32,1751.04,1429.77,1681.17,792351.08,34230.0,15968.32,3.17,10.72
2019,Eastern,Multilayer Laminate,Films,Flexible,2548.71,1164.23,4.96,33.98,99.76,1014.35,780.43,615.23,398963.56,10194.0,7901.0,2.1,17.5
2019,Eastern,Multilayer Laminate,Pouches,Flexible,2536.67,1380.6,21.29,51.92,128.77,992.06,802.37,540.26,458076.18,15576.0,7863.68,2.25,21.78
2019,Northern,PET,Bottles,Rigid,3310.34,1232.2,115.92,641.9,43.5,1606.03,701.97,201.02,166061.2,577710.0,7282.75,0.69,54.38
2019,Northern,PET,Containers,Rigid,1788.37,750.46,60.81,373.13,9.83,883.38,371.78,89.44,193622.23,335817.0,3934.41,0.29,55.49
2019,Northern,PET,Sachets,Flexible,3896.24,1671.56,39.11,88.09,113.12,1293.4,1390.99,971.53,255370.87,79281.0,8571.73,2.49,15.77
2019,Northern,PET,Films,Flexible,1919.31,778.03,8.71,62.45,41.98,678.4,626.28,501.49,99305.19,56205.0,4222.48,2.19,15.74
2019,Northern,PET,Pouches,Flexible,1836.35,587.46,6.67,57.07,53.45,777.35,639.2,302.61,156486.98,51363.0,4039.97,1.85,24.68
2019,Northern,HDPE,Bottles,Rigid,2549.02,1122.67,96.82,641.51,36.06,1087.42,490.28,196.93,222371.23,513208.0,4843.14,1.09,56.8
2019,Northern,HDPE,Containers,Rigid,1545.79,671.22,70.32,350.2,17.73,672.23,304.7,130.61,93148.49,280160.0,2937.0,0.41,55.46
2019,Northern,HDPE,Sachets,Flexible,3204.29,1037.97,27.15,69.06,110.97,1030.76,1065.61,900.74,281811.75,55248.0,6088.15,2.81,13.6
2019,Northern,HDPE,Films,Flexible,1706.19,695.92,3.18,131.33,66.1,530.4,527.2,447.98,95066.59,105064.0,3241.76,2.16,20.66
2019,Northern,HDPE,Pouches,Flexible,1605.72,593.14,10.3,55.87,51.03,636.63,546.27,305.62,205914.13,44696.0,3050.87,1.44,23.17
2019,Northern,LDPE,Bottles,Rigid,2851.24,1102.86,146.28,565.14,28.89,1361.28,515.04,234.61,202562.73,282570.0,7128.1,0.92,54.9
2019,Northern,LDPE,Containers,Rigid,1725.19,572.07,64.24,248.77,24.86,877.15,410.51,99.66,92290.4,124385.0,4312.98,0.32,51.8
2019,Northern,LDPE,Sachets,Flexible,3488.01,1141.09,29.25,93.78,53.19,1093.99,957.29,1260.51,231211.85,46890.0,8720.03,3.71,7.36
2019,Northern,LDPE,Films,Flexible,1486.5,533.15,10.34,49.32,42.19,612.88,427.3,344.47,182901.82,24660.0,3716.25,2.27,20.88
2019,Northern,LDPE,Pouches,Flexible,1509.62,469.53,1.59,34.36,26.16,596.51,477.9,373.1,122990.26,17180.0,3774.05,2.68,16.13
2019,Northern,PP,Bottles,Rigid,2333.52,758.73,64.04,411.73,25.39,1164.76,515.11,152.49,193196.56,247038.0,3966.98,1.02,52.64
2019,Northern,PP,Containers,Rigid,1411.75,447.23,34.43,161.9,19.52,739.89,283.45,172.56,100182.1,97140.0,2399.97,1.66,46.96
2019,Northern,PP,Sachets,Flexible,2889.69,1086.77,1.36,59.82,121.84,762.39,875.77,1068.51,290164.97,35892.0,4912.47,4.07,5.4
2019,Northern,PP,Films,Flexible,1486.42,560.88,5.48,75.55,20.43,559.6,542.14,283.22,93345.18,45330.0,2526.91,2.08,22.35
2019,Northern,PP,Pouches,Flexible,1640.97,515.4,6.93,35.04,51.19,672.27,607.73,267.81,173824.46,21024.0,2789.65,1.82,23.28
2019,Northern,Multilayer Laminate,Bottles,Rigid,2342.43,919.82,169.49,174.41,18.85,1222.88,528.81,227.99,156006.33,52323.0,7261.53,1.13,48.38
2019,Northern,Multilayer Laminate,Containers,Rigid,1376.4,547.37,33.2,104.66,49.12,811.38,301.51,76.53,175307.99,31398.0,4266.84,0.84,49.01
2019,Northern,Multilayer Laminate,Sachets,Flexible,2850.2,1170.77,30.86,36.07,65.6,951.19,814.91,951.57,355325.35,10821.0,8835.62,3.27,9.08
2019,Northern,Multilayer Laminate,Films,Flexible,1495.64,475.66,5.18,13.29,27.07,556.63,523.74,369.73,99588.16,3987.0,4636.48,2.42,13.88
2019,Northern,Multilayer Laminate,Pouches,Flexible,1332.43,474.33,2.16,9.11,39.04,537.96,440.46,303.7,98352.67,2733.0,4130.53,2.64,16.8
2020,Greater Accra,PET,Bottles,Rigid,13049.61,9420.22,782.6,5340.2,211.75,4370.61,1821.23,523.22,2447544.33,4806180.0,28709.14,0.67,68.67
2020,Greater Accra,PET,Containers,Rigid,8288.26,6280.17,914.09,2434.3,139.61,3064.38,1444.6,291.28,1105315.75,2190870.0,18234.17,0.78,65.55
2020,Greater Accra,PET,Sachets,Flexible,14228.03,11242.5,118.59,669.02,770.82,4860.43,4153.78,3655.39,3425544.29,602118.0,31301.67,2.61,20.78
2020,Greater Accra,PET,Films,Flexible,7505.64,5565.81,79.72,618.36,327.21,2532.91,2532.89,1414.55,900163.02,556524.0,16512.41,1.91,28.53
2020,Greater Accra,PET,Pouches,Flexible,8126.11,5412.25,61.41,363.64,581.82,3110.77,2493.06,1515.41,703510.68,327276.0,17877.44,2.0,27.85
2020,Greater Accra,HDPE,Bottles,Rigid,12756.28,9442.73,1683.66,5357.63,121.34,3751.01,1479.93,362.71,2957161.81,4286104.0,24236.93,0.68,74.12
2020,Greater Accra,HDPE,Containers,Rigid,6814.2,4671.34,598.18,1953.95,220.47,2720.6,924.37,396.63,1230840.37,1563160.0,12946.98,0.53,63.99
2020,Greater Accra,HDPE,Sachets,Flexible,14283.2,9644.05,213.19,1220.97,406.44,4488.82,4664.49,3289.29,2503900.4,976776.0,27138.08,2.35,24.71
2020,Greater Accra,HDPE,Films,Flexible,6643.65,4707.93,55.98,616.99,479.76,2396.64,1883.72,1210.56,1028616.38,493592.0,12622.93,2.04,33.42
2020,Greater Accra,HDPE,Pouches,Flexible,7290.18,5822.58,14.95,316.07,522.74,2789.45,2197.56,1449.41,813422.56,252856.0,13851.34,2.38,26.16
2020,Greater Accra,LDPE,Bottles,Rigid,10369.03,7242.83,776.42,3413.29,110.67,3689.17,1855.55,523.93,1258469.08,1706645.0,25922.58,0.55,64.14
2020,Greater Accra,LDPE,Containers,Rigid,7133.98,5333.59,550.94,2093.06,161.3,2701.03,1107.11,520.54,1324278.05,1046530.0,17834.95,0.96,62.21
2020,Greater Accra,LDPE,Sachets,Flexible,13167.73,8677.82,146.39,1057.03,342.16,3856.31,3657.4,4108.44,1234294.79,528515.0,32919.32,3.07,17.53
2020,Greater Accra,LDPE,Films,Flexible,6969.67,4893.65,65.08,720.11,466.09,2456.61,1916.84,1344.94,1704317.38,360055.0,17424.17,2.36,33.4
2020,Greater Accra,LDPE,Pouches,Flexible,6682.98,5188.03,54.05,408.68,179.66,2200.91,2340.49,1499.19,1555716.19,204340.0,16707.45,2.45,21.52
2020,Greater Accra,PP,Bottles,Rigid,9435.21,6561.9,732.13,3082.33,104.09,3533.36,1345.64,637.66,1386567.19,1849398.0,16039.86,0.62,64.05
2020,Greater Accra,PP,Containers,Rigid,6365.54,4629.99,657.18,1855.24,252.61,2054.07,1054.51,491.93,679517.11,1113144.0,10821.42,1.09,63.56
