Year,Region,Plastic_Type,Packaging_Type,Flex_Class,Waste_Generated_tonnes,Collected_tonnes,Reused_tonnes,Recycled_tonnes,Recovered_tonnes,Landfilled_tonnes,Burned_tonnes,Leaked_tonnes,Collection_Cost_GHS,Recycling_Value_GHS,Carbon_Emission_tCO2e,Leakage_Risk_Score,Circularity_Index,calculated_total,mass_error,Core_Circularity,Collection_Efficiency,Recycling_Efficiency,Recovery_Rate,Reuse_Rate,Leakage_Rate,Landfill_Rate,Burning_Rate,Circularity_Class
2019,Greater Accra,LDPE,Bottles,Rigid,9629.29,7178.27,845.05,3508.33,315.49,3154.94,1470.9,334.58,1239138.65,1754165.0,24073.23,0.0,68.56,9629.289999999999,1.8189894035458565e-12,48.48612929925259,74.5462022641337,48.87431094121564,3.2763578623138363,8.775828747498517,3.4746071621064476,32.76399402240456,15.275269516236401,Good
2019,Greater Accra,LDPE,Containers,Rigid,6106.93,4117.19,588.63,1834.43,147.4,2262.21,784.7,489.56,1339274.85,917215.0,15267.33,0.84,63.83,6106.93,0.0,42.09087053560463,67.41832639313041,44.55538850526695,2.4136513763871537,9.638721911009295,8.01646653883375,37.04332618844493,12.849336737116685,Good
2019,Greater Accra,LDPE,Sachets,Flexible,13533.97,10616.23,101.28,545.25,503.61,4517.79,3976.7,3889.34,1290922.85,272625.0,33834.92,2.88,16.15,13533.970000000001,-1.8189894035458565e-12,8.498171637738224,78.44135903951317,5.136004024027362,3.7210811018496424,0.7483391791174356,28.73761357532195,33.38111433673933,29.383100450200494,Poor
2019,Greater Accra,LDPE,Films,Flexible,6269.7,4284.19,10.27,437.81,440.62,2116.95,1926.98,1337.07,872410.21,218905.0,15674.25,2.6,26.62,6269.699999999999,9.094947017729282e-13,14.174521906949296,68.3316586120548,10.219201295927586,7.027768473770675,0.16380369076670337,21.325900760801954,33.764773434135606,30.73480389811315,Poor
2019,Greater Accra,LDPE,Pouches,Flexible,6964.62,4790.04,47.64,286.45,247.91,2944.87,2449.75,988.0,631519.41,143225.0,17411.55,1.2,28.33,6964.62,0.0,8.356521963868811,68.77676025396934,5.980117076266586,3.5595624743345655,0.6840287050836944,14.185985739351178,42.28328322291812,35.17420907386189,Poor
2019,Greater Accra,PP,Bottles,Rigid,10816.53,7419.43,722.56,3688.01,357.18,3899.21,1744.64,404.93,1295852.68,2212806.0,18388.1,0.6,65.98,10816.529999999999,1.8189894035458565e-12,44.07836894087105,68.59343985548045,49.707457311410714,3.302168070536484,6.680146035743439,3.743622030355391,36.04862187781109,16.12938715096246,Good
2019,Greater Accra,PP,Containers,Rigid,5841.34,4350.9,493.19,1826.94,77.43,2165.0,813.26,465.52,562911.97,1096164.0,9930.28,0.89,63.24,5841.34,0.0,41.04469180016913,74.48462167927221,41.989933117286085,1.3255520137502697,8.443096960628898,7.969404280524674,37.0634135318266,13.922490387479586,Good
2019,Greater Accra,PP,Sachets,Flexible,12426.15,8107.92,124.56,492.99,659.64,4528.4,3541.72,3078.84,2719784.72,295794.0,21124.45,2.12,21.47,12426.15,0.0,10.278243864752962,65.2488502070231,6.080351064144688,5.308482514696829,1.0024021921512294,24.777103125264063,36.44250230360973,28.502150706373254,Poor
2019,Greater Accra,PP,Films,Flexible,5809.28,3874.91,71.66,598.97,170.51,1934.42,1548.26,1485.46,937029.31,359382.0,9875.78,2.3,25.86,5809.28,0.0,14.479246997906797,66.70206979178143,15.45764933895239,2.9351313760052884,1.2335435716646468,25.570466563842682,33.298790900077115,26.651495538173407,Poor
2019,Greater Accra,PP,Pouches,Flexible,5511.72,4324.4,77.88,340.44,236.37,2044.2,1863.78,949.05,1401234.8,204264.0,9369.92,2.0,28.69,5511.72,0.0,11.878143301909386,78.45826711081114,7.872537230598466,4.288497964337811,1.412989048790577,17.218762926999194,37.08824105723803,33.81485271385339,Poor
2019,Greater Accra,Multilayer Laminate,Bottles,Rigid,9641.31,6388.53,634.99,1469.45,362.34,4616.19,2195.0,363.34,774060.9,440835.0,29888.06,0.04,55.74,9641.31,0.0,25.58552727793215,66.26205360059993,23.001379033987476,3.7582029827896832,6.586138190764533,3.7685750172953676,47.87928196479524,22.766615739977244,Fair
2019,Greater Accra,Multilayer Laminate,Containers,Rigid,5679.83,4281.37,493.2,656.11,294.71,2644.44,1246.77,344.6,1153467.73,196833.0,17607.47,0.96,54.47,5679.83,0.0,25.423648242993192,75.37848844067516,15.324767539362401,5.18871163397496,8.683358480799601,6.067082993681149,46.55843572782988,21.95083303549578,Fair
2019,Greater Accra,Multilayer Laminate,Sachets,Flexible,11604.63,8532.26,23.98,258.4,444.41,4490.41,3269.86,3117.57,2774441.02,77520.0,35974.35,2.82,16.48,11604.63,0.0,6.262931261057009,73.52461905291251,3.0285059292614145,3.829592154166053,0.2066416594066334,26.864880655393584,38.69498639767059,28.177201685878828,Poor
2019,Greater Accra,Multilayer Laminate,Films,Flexible,5956.66,4320.93,49.86,207.94,193.29,2152.01,1655.82,1697.74,1159990.94,62382.0,18465.65,2.53,16.41,5956.66,0.0,7.572868016640198,72.53947682090299,4.812389925317003,3.244939278051794,0.8370462641816052,28.501542810904095,36.127796449688255,27.797792722767454,Poor
2019,Greater Accra,Multilayer Laminate,Pouches,Flexible,6120.52,4854.12,88.82,126.61,145.61,2088.53,2111.97,1558.98,1658325.61,37983.0,18973.61,2.9,15.73,6120.52,0.0,5.898845196159804,79.30894760575899,2.6082997536113655,2.37904622483057,1.451183886336455,25.47136517812212,34.123407815022254,34.50638181069582,Poor
2019,Ashanti,PET,Bottles,Rigid,8989.59,5532.79,1007.72,2775.61,79.17,3291.94,1378.96,456.19,1389361.41,2498049.0,19777.1,0.1,65.74,8989.590000000002,-1.8189894035458565e-12,42.966364428188605,61.546633383724945,50.16655249882971,0.8806853260271048,11.209854954452874,5.0746474533321315,36.619467628668275,15.339520489810992,Good
2019,Ashanti,PET,Containers,Rigid,5754.38,4133.42,264.57,2142.05,188.16,1921.44,837.93,400.23,837773.82,1927845.0,12659.64,0.49,64.86,5754.380000000001,-9.094947017729282e-13,45.09226015661114,71.83084884905064,51.822703717502705,3.2698570480225495,4.59771513177788,6.95522367309771,33.39091266131191,14.561603508979246,Good
2019,Ashanti,PET,Sachets,Flexible,11946.06,8215.54,213.7,1130.85,522.34,3717.88,3083.27,3278.02,2312283.3,1017765.0,26281.33,3.04,24.88,11946.060000000001,-1.8189894035458565e-12,15.62766301190518,68.77196330840462,13.764767745029538,4.372487665389258,1.7888743234170932,27.440176928627512,31.122227747056353,25.809932312410954,Poor
2019,Ashanti,PET,Films,Flexible,6063.76,3683.49,27.67,333.7,272.56,2297.49,2017.1,1115.24,684777.32,300330.0,13340.27,1.93,26.31,6063.76,0.0,10.45440452788369,60.74597279575708,9.059343177258523,4.494900853595789,0.45631753235616185,18.391888861036715,37.88886763328364,33.264838977795954,Poor
2019,Ashanti,PET,Pouches,Flexible,5096.81,2835.61,46.65,209.77,106.87,2151.93,1550.2,1031.39,746516.33,188793.0,11212.98,1.61,23.68,5096.81,0.0,7.127791697159595,55.634995222501914,7.397702787054637,2.0968017250005393,0.9152783800063177,20.23599074715361,42.22111477571264,30.41510277997414,Poor
2019,Ashanti,HDPE,Bottles,Rigid,7680.96,4918.35,712.55,2706.9,142.92,2619.79,1011.53,487.27,1489732.92,2165520.0,14593.82,0.41,66.77,7680.959999999999,9.094947017729282e-13,46.37922863808691,64.03301149856269,55.03675012961664,1.8607049118860142,9.276835187268258,6.343868474773987,34.10758551014457,13.169317376994542,Good
2019,Ashanti,HDPE,Containers,Rigid,5000.71,2817.09,148.0,1629.22,109.43,1997.49,734.67,381.9,439411.16,1303376.0,9501.35,0.51,61.08,5000.71,0.0,37.72764267474019,56.33380060031475,57.83343805132246,2.188289262924665,2.959579739676966,7.636915557990765,39.94412793383339,14.691313833435652,Fair
2019,Ashanti,HDPE,Sachets,Flexible,10224.68,6865.68,135.98,498.63,722.42,3022.83,2646.39,3198.43,1486474.74,398904.0,19426.89,2.88,17.98,10224.68,0.0,13.272102403204794,67.14811612686167,7.262645506344601,7.065453393162426,1.3299193715597946,31.281467977481935,29.56405481638545,25.882374802927817,Poor
2019,Ashanti,HDPE,Films,Flexible,4916.67,3337.6,0.96,297.74,103.75,1957.35,1626.44,930.43,764510.59,238192.0,9341.67,1.49,24.69,4916.67,0.0,8.185418179377505,67.88334380790249,8.920781399808247,2.1101680609030096,0.019525410491247126,18.92398717017819,39.81048148441933,33.08011316602497,Poor
2019,Ashanti,HDPE,Pouches,Flexible,5054.01,3186.5,11.04,242.45,193.18,2086.44,1460.93,1059.97,656931.71,193960.0,9602.62,2.22,24.29,5054.01,0.0,8.837932651498512,63.048945292945604,7.608661540875568,3.8223113923399437,0.21844040672653992,20.972851260682113,41.28286251906901,28.906353568750358,Poor
2019,Ashanti,LDPE,Bottles,Rigid,7973.75,5546.57,882.14,2309.82,85.59,2895.46,1354.74,446.0,1865050.56,1154910.0,19934.38,0.63,64.17,7973.75,0.0,41.10424831478288,69.5603699639442,41.6441151919114,1.0733970841824738,11.063050634895752,5.593353190155197,36.31240006270575,16.989998432356167,Good
2019,Ashanti,LDPE,Containers,Rigid,4674.31,3082.05,295.34,1324.4,167.77,1802.68,810.6,273.52,508636.76,662200.0,11685.78,0.15,61.73,4674.3099999999995,9.094947017729282e-13,38.2411521700529,65.93593492943344,42.97139890657192,3.5891928434357157,6.3183657053126545,5.851558839700404,38.56569204866601,17.34159694158068,Fair
2019,Ashanti,LDPE,Sachets,Flexible,8798.99,4866.7,13.79,487.99,158.91,3450.13,2264.21,2423.96,1495671.97,243995.0,21997.47,2.54,18.54,8798.99,0.0,7.508702703378457,55.30975714258114,10.027123101896562,1.8060027344047442,0.15672253292707458,27.548161777658574,39.2105230259382,25.73261249302477,Poor
2019,Ashanti,LDPE,Films,Flexible,4416.12,2951.93,37.13,459.09,236.13,1378.49,1124.55,1180.73,863856.91,229545.0,11040.3,2.98,26.05,4416.120000000001,-9.094947017729282e-13,16.58356204088657,66.84442451744971,15.552198053476879,5.347001440178256,0.8407833120476799,26.736818745867414,31.214957926867932,25.46466128637809,Poor
2019,Ashanti,LDPE,Pouches,Flexible,5250.3,3255.95,24.23,286.64,178.68,1972.92,1497.68,1290.15,953017.69,143320.0,13125.75,2.71,21.44,5250.300000000001,-9.094947017729282e-13,9.324229091670952,62.01455154943526,8.803574993473488,3.40323410090852,0.46149743824162426,24.572881549625734,37.57728129821153,28.52560806049178,Poor
2019,Ashanti,PP,Bottles,Rigid,6904.69,4856.99,683.04,2537.75,96.22,2373.11,810.29,404.28,1594247.98,1522650.0,11737.97,0.18,68.27,6904.69,0.0,48.03995545057055,70.34334633415837,52.24943843820967,1.393545546577761,9.892406465750092,5.855150629499659,34.369537227594584,11.735356692335209,Good
2019,Ashanti,PP,Containers,Rigid,4337.38,3086.09,447.67,1266.4,119.18,1606.9,645.92,251.31,847684.87,759840.0,7373.55,0.83,64.68,4337.380000000001,-9.094947017729282e-13,42.26629901000143,71.15101743448811,41.03574425891662,2.7477417242667235,10.32120773370099,5.794050786419451,37.04771083004025,14.891939373538863,Good
2019,Ashanti,PP,Sachets,Flexible,9524.84,6517.23,17.83,549.37,209.32,2943.08,2897.05,2908.19,1308076.18,329622.0,16192.23,2.67,14.09,9524.84,0.0,8.152577891072186,68.42351157604747,8.429501490663979,2.1976222172760904,0.1871947455285338,30.532691362794544,30.898996728553968,30.4157340175793,Poor
2019,Ashanti,PP,Films,Flexible,4178.69,2839.24,35.11,219.6,97.1,1277.77,1381.35,1167.76,801902.77,131760.0,7103.77,2.38,15.9,4178.69,0.0,8.419145713130192,67.94569589991121,7.734464152378806,2.3236947464396738,0.840215474227569,27.94560017613176,30.578243420784982,33.05701068995307,Poor
2019,Ashanti,PP,Pouches,Flexible,4126.35,2961.6,22.17,189.75,283.63,1453.07,1186.0,991.73,611687.99,113850.0,7014.8,1.99,22.97,4126.35,0.0,12.009402983266082,71.77287433203678,6.407009724473258,6.873629236492299,0.5372787087862154,24.03407369709307,35.21441467640893,28.742108643231912,Poor
2019,Ashanti,Multilayer Laminate,Bottles,Rigid,7420.99,4786.01,626.52,1064.6,123.82,3544.68,1587.74,473.63,636298.85,319380.0,23005.07,0.26,54.63,7420.99,0.0,24.45684470670355,64.49287763492472,22.243998654411502,1.6685105356562937,8.442539337743348,6.382302091769428,47.765594617429755,21.39525858409727,Fair
2019,Ashanti,Multilayer Laminate,Containers,Rigid,3896.04,2572.81,320.58,446.7,210.52,1768.07,876.62,273.55,441049.21,134010.0,12077.72,1.17,53.59,3896.04,0.0,25.097278262030166,66.03653966591719,17.362339232201368,5.403435283005308,8.228354945021097,7.021231814868431,45.38120758513773,22.500282337963675,Fair
2019,Ashanti,Multilayer Laminate,Sachets,Flexible,7614.26,5443.28,7.05,264.69,400.76,2092.98,2079.4,2769.38,1866716.17,79407.0,23604.21,3.66,8.97,7614.26,0.0,8.832112378615912,71.48797125393669,4.862693082112256,5.2632823150247035,0.09258943088363149,36.370967106455524,27.48763504266994,27.309285472258633,Poor
2019,Ashanti,Multilayer Laminate,Films,Flexible,4327.93,2892.26,26.29,155.79,223.83,1362.91,1244.55,1314.56,979303.74,46737.0,13416.58,3.43,14.98,4327.93,0.0,9.378848548844365,66.8277906528063,5.386445202021947,5.1717564748043525,0.6074497508046571,30.37387388428186,31.49103613043649,28.75624143643728,Poor
2019,Ashanti,Multilayer Laminate,Pouches,Flexible,4181.34,2740.54,15.2,60.25,191.17,1830.79,1316.89,767.04,943049.43,18075.0,12962.15,2.32,23.55,4181.34,0.0,6.376424782485997,65.54214677591393,2.1984718340181133,4.571979317635016,0.36351982857170184,18.34435850708146,43.784767562551714,31.494449147880825,Poor
2019,Western,PET,Bottles,Rigid,5847.93,3101.83,363.36,1951.87,72.07,2255.28,992.93,212.42,1049826.71,1756683.0,12865.45,0.59,64.69,5847.93,0.0,40.822992067278506,53.04150357476919,62.92640151136587,1.2324018926355136,6.21348066751825,3.632396420613789,38.56544110480119,16.979170407306516,Good
2019,Western,PET,Containers,Rigid,3451.56,1769.74,253.56,944.9,19.46,1416.74,677.59,139.31,614229.87,850410.0,7593.43,0.05,61.51,3451.56,0.0,35.286073543557116,51.27362699764744,53.39202368709528,0.5638030339904275,7.346243437749887,4.036145974573816,41.046367439650474,19.631413042218593,Fair
2019,Western,PET,Sachets,Flexible,6877.08,3487.6,101.48,454.46,309.14,2254.94,1831.39,1925.67,463733.49,409014.0,15129.58,3.16,21.3,6877.08,0.0,12.57917604564728,50.71338416886236,13.030737469893335,4.495221809256254,1.4756262832481228,28.00127379643686,32.789207047177,26.630343110738863,Poor
2019,Western,PET,Films,Flexible,3586.21,2151.57,42.89,309.24,178.52,1173.76,837.67,1044.13,481145.17,278316.0,7889.66,2.54,23.17,3586.21,0.0,14.796958348786044,59.995650003764425,14.372760356390915,4.977957230613935,1.1959701188720127,29.11513826574573,32.72981782996534,23.358085555502882,Poor
2019,Western,PET,Pouches,Flexible,3681.48,1991.41,9.11,192.32,153.28,1324.09,1348.76,653.92,477282.77,173088.0,8099.26,2.05,24.97,3681.48,0.0,9.6349837565327,54.09264752219216,9.657478871754185,4.163542922954899,0.24745482794962895,17.76242163477732,35.96624183752186,36.63635277116812,Poor
2019,Western,HDPE,Bottles,Rigid,5082.92,2937.05,429.48,1577.46,101.29,2015.99,725.95,232.75,862557.45,1261968.0,9657.55,0.58,65.1,5082.92,0.0,41.47674958488428,57.78273118601119,53.70899371818661,1.9927521975557356,8.449473924437134,4.579060854784258,39.662044651499535,14.282144908831931,Good
2019,Western,HDPE,Containers,Rigid,3161.48,1523.66,96.96,613.86,50.03,1506.1,623.04,271.49,499694.2,491088.0,6006.81,0.71,53.17,3161.4799999999996,4.547473508864641e-13,24.06626010602629,48.194516492275774,40.288515810613916,1.5824866834520543,3.066918025734782,8.587433733567822,47.63908043068436,19.70722572972152,Fair
2019,Western,HDPE,Sachets,Flexible,6092.0,3457.5,41.13,364.18,328.45,1558.55,1696.97,2102.72,806243.18,291344.0,11574.8,3.21,13.39,6092.0,0.0,12.044648719632304,56.754760341431385,10.533044107013739,5.391497045305319,0.6751477347340775,34.516086671043986,25.58355219960604,27.855712409717665,Poor
2019,Western,HDPE,Films,Flexible,3012.67,1798.58,17.72,202.09,137.36,1093.85,934.89,626.76,268798.76,161672.0,5724.07,1.73,25.98,3012.67,0.0,11.855596530652212,59.70053142229318,11.236086245816145,4.559410755243688,0.5881825755890954,20.804137193917686,36.30832450948826,31.031941765941838,Poor
2019,Western,HDPE,Pouches,Flexible,2818.09,1539.05,5.6,108.09,157.8,1161.44,846.27,538.89,252752.76,86472.0,5354.37,1.45,25.75,2818.0899999999997,4.547473508864641e-13,9.633830005429209,54.61323094720182,7.023163639907735,5.59953727524671,0.19871615171978183,19.12252625004879,41.213729866682755,30.029913877839242,Poor
2019,Western,LDPE,Bottles,Rigid,4464.67,2195.67,222.29,952.31,41.72,2107.83,873.33,267.19,517708.19,476155.0,11161.67,0.79,56.41,4464.669999999999,9.094947017729282e-13,27.243222903372477,49.178774691074594,43.37218252287457,0.9344475627537981,4.978867419092564,5.98454085072357,47.211328048881555,19.5609081970224,Fair
2019,Western,LDPE,Containers,Rigid,2604.43,1484.29,167.41,522.01,86.34,1112.07,455.32,261.28,453341.19,261005.0,6511.07,1.25,55.49,2604.4300000000003,-4.547473508864641e-13,29.786172022285108,56.99097307280287,35.16900336187672,3.3151207749872333,6.427894011357571,10.032137550250917,42.69917025990332,17.482520167560658,Fair
2019,Western,LDPE,Sachets,Flexible,5375.49,2587.77,28.76,214.15,200.82,1767.86,1658.05,1505.85,332365.77,107075.0,13438.72,2.55,16.04,5375.49,0.0,8.254689339948545,48.140169547334295,8.275464975635392,3.7358454764123827,0.5350209934350172,28.01326018651323,32.887420495619935,30.84462997791829,Poor
2019,Western,LDPE,Films,Flexible,2991.16,1747.68,17.88,211.51,60.19,1114.63,865.32,721.63,317948.33,105755.0,7477.9,2.29,22.53,2991.1600000000003,-4.547473508864641e-13,9.681193918078606,58.428168336030176,12.102329945985533,2.0122628010537715,0.5977614036026156,24.125422912849864,37.26413832760535,28.92924484146619,Poor
2019,Western,LDPE,Pouches,Flexible,2593.39,1292.32,5.47,79.77,49.22,957.96,847.47,653.5,389646.61,39885.0,6483.47,2.52,16.11,2593.3900000000003,-4.547473508864641e-13,5.184719614095836,49.8313018867197,6.172619784573481,1.8979019738643244,0.21092084106131356,25.198678177983258,36.938524479542224,32.67807772837869,Poor
2019,Western,PP,Bottles,Rigid,4128.23,2190.3,329.47,1105.75,51.99,1764.47,720.91,155.64,588229.08,663450.0,7017.99,0.45,62.4,4128.2300000000005,-9.094947017729282e-13,36.02536680369069,53.05663686374065,50.48395197004976,1.2593775056137864,7.980902226862361,3.7701387761825287,42.74156236450005,17.462932055626744,Fair
2019,Western,PP,Containers,Rigid,2622.29,1568.07,173.39,589.71,31.52,1230.25,462.62,134.8,255454.94,353826.0,4457.89,0.3,58.82,2622.29,0.0,30.30252184159647,59.79773404162011,37.60737722168016,1.2020028295878793,6.612159600959466,5.140545096080144,46.91510092323885,17.64183213908454,Fair
2019,Western,PP,Sachets,Flexible,5047.24,2950.19,7.1,256.29,179.84,1436.73,1337.85,1829.43,1011850.85,153774.0,8580.31,3.99,9.98,5047.24,0.0,8.781631148905145,58.45154975788748,8.687237093204168,3.563135495835348,0.1406709409499053,36.24614640873032,28.465656477599637,26.5065659647649,Poor
2019,Western,PP,Films,Flexible,2871.22,1403.12,4.8,190.45,137.27,1022.82,796.12,719.76,416703.31,114270.0,4881.07,2.19,22.65,2871.2200000000003,-4.547473508864641e-13,11.58113972457701,48.86842526870111,13.573322310279949,4.780894532637695,0.1671763222602239,25.068089522920573,35.62318456962546,27.72758618287697,Poor
2019,Western,PP,Pouches,Flexible,2604.79,1338.38,13.59,75.41,50.39,980.87,919.01,565.52,208122.67,45246.0,4428.14,2.15,18.74,2604.79,0.0,5.351295114001512,51.38149332575755,5.634423706271761,1.9345129549790963,0.5217311184394904,21.710771309779293,37.65639456539683,35.28153901082237,Poor
2019,Western,Multilayer Laminate,Bottles,Rigid,4246.25,1943.82,234.02,345.22,48.72,2149.36,1037.28,431.65,347102.79,103566.0,13163.38,1.2,47.2,4246.25,0.0,14.788578157197529,45.77733294083014,17.75987488553467,1.1473653223432438,5.511215778628201,10.165440094200765,50.61783926994408,24.428142478657637,Poor
2019,Western,Multilayer Laminate,Containers,Rigid,2662.99,1436.27,139.54,241.62,64.78,1292.97,605.58,318.5,213413.01,72486.0,8255.27,1.43,47.23,2662.99,0.0,16.74583832459003,53.934487174191425,16.822742242057554,2.432603952699785,5.239974615000432,11.96024018114976,48.553317887036755,22.740603607223463,Poor
2019,Western,Multilayer Laminate,Sachets,Flexible,5506.32,2627.53,5.24,113.91,204.94,1577.09,1655.2,1949.94,437153.42,34173.0,17069.59,3.2,6.86,5506.32,0.0,5.885782155777361,47.718439901785594,4.33525021598231,3.7219050109692136,0.0951633759025992,35.41276206250273,28.641452004242396,30.06000377747752,Poor
2019,Western,Multilayer Laminate,Films,Flexible,2361.28,1351.09,17.97,66.61,78.9,742.83,726.22,728.75,298592.28,19983.0,7319.97,2.96,12.26,2361.28,0.0,6.9233635994037135,57.21854248543162,4.930093480079047,3.3414080498712564,0.7610279170619324,30.862498306003523,31.458785065727064,30.755353028865702,Poor
2019,Western,Multilayer Laminate,Pouches,Flexible,2512.36,1244.14,18.6,36.54,60.52,924.97,831.94,639.79,408685.79,10962.0,7788.32,2.67,15.07,2512.36,0.0,4.603639605788979,49.52076931649923,2.9369685083672254,2.408890445636772,0.7403397602254455,25.465697591109553,36.81677785030807,33.113884952793384,Poor
2019,Central,PET,Bottles,Rigid,4616.9,2497.63,387.94,1301.64,34.37,1829.97,757.53,305.45,813216.57,1171476.0,10157.18,0.95,61.81,4616.9,0.0,37.339990036604654,54.09755463622778,52.11500502476347,0.7444389092248045,8.402607810435574,6.615911109185818,39.63633606965713,16.407762784552407,Fair
2019,Central,PET,Containers,Rigid,2791.0,1246.9,93.33,690.75,15.28,1212.85,557.14,221.65,247732.6,621675.0,6140.2,1.12,55.84,2791.0,0.0,28.640630598351848,44.67574346112505,55.39738551607988,0.5474740236474381,3.343962737370118,7.941597993550699,43.455750627015405,19.96202078108205,Fair
2019,Central,PET,Sachets,Flexible,5532.76,2915.59,11.15,260.61,269.03,1817.83,1813.89,1360.25,832717.0,234549.0,12172.07,2.6,19.55,5532.76,0.0,9.774326014502705,52.69684569726502,8.93849958327474,4.862491776256334,0.20152690519740601,24.585378725988473,32.8557537286996,32.78454153080922,Poor
2019,Central,PET,Films,Flexible,3116.37,1500.25,7.56,181.34,60.77,1051.5,851.22,963.98,339448.57,163206.0,6856.01,3.54,14.91,3116.3700000000003,-4.547473508864641e-13,8.011564737178192,48.140946036574604,12.0873187802033,1.9500251895634986,0.24258993636827464,30.932783976228755,33.741179641698515,27.314471644894546,Poor
2019,Central,PET,Pouches,Flexible,2792.01,1362.32,13.78,125.15,38.7,1082.22,843.6,688.56,381762.51,112635.0,6142.42,2.89,18.86,2792.0099999999998,4.547473508864641e-13,6.3620832303609225,48.793521513175094,9.186534734864056,1.3860981873274094,0.4935512408623177,24.6618027872393,38.76132248809997,30.214791494299803,Poor
2019,Central,HDPE,Bottles,Rigid,4686.51,1981.84,295.6,1075.44,41.64,2022.01,919.36,332.46,443323.84,860352.0,8904.37,0.32,57.27,4686.51,0.0,30.14353964890718,42.288184597920406,54.264723691115336,0.8885076528162749,6.307465470040606,7.09397824820602,43.14532562610556,19.61715647678123,Fair
2019,Central,HDPE,Containers,Rigid,2961.81,1557.42,97.29,879.67,62.86,1231.79,485.13,205.07,206506.38,703736.0,5627.44,0.53,59.91,2961.81,0.0,35.10758623949544,52.58338651027581,56.48251595587573,2.122350859778311,3.2848157039107844,6.923806726292368,41.589095856925326,16.37951117728686,Fair
